Bitcoin historical data for past 10 days
Coin: Litecoin, Day: 16-03-2020, Price: 36.529436034437104, Market Cap: 2348597741.507014, Volume: 2712125771.2373605, News Sentiment: 0.06
Coin: Litecoin, Day: 15-03-2020, Price: 34.40363514968084, Market Cap: 2203649104.433666, Volume: 2922256840.927512, News Sentiment: 0.19
Coin: Litecoin, Day: 14-03-2020, Price: 37.63721446752693, Market Cap: 2419405985.2854376, Volume: 6292602767.403613, News Sentiment: -0.01
Coin: Litecoin, Day: 13-03-2020, Price: 30.28081713037428, Market Cap: 1932962671.5070968, Volume: 3997086814.8450975, News Sentiment: 0.02
Coin: Litecoin, Day: 12-03-2020, Price: 48.5160916176663, Market Cap: 3118218947.183739, Volume: 3127779538.5171247, News Sentiment: 0.0
Coin: Litecoin, Day: 11-03-2020, Price: 50.17570612627498, Market Cap: 3224531075.472046, Volume: 3760841533.8817225, News Sentiment: 0.25
Coin: Litecoin, Day: 10-03-2020, Price: 50.025118805408525, Market Cap: 3214474673.0706234, Volume: 4403136077.298616, News Sentiment: 0.11
Coin: Litecoin, Day: 09-03-2020, Price: 51.213938137757125, Market Cap: 3290502550.532672, Volume: 3708201200.06098, News Sentiment: 0.01
Coin: Litecoin, Day: 08-03-2020, Price: 60.43170477676251, Market Cap: 3882319278.0156283, Volume: 3829713821.3963246, News Sentiment: 0.0
Coin: Litecoin, Day: 07-03-2020, Price: 63.12311775002151, Market Cap: 4054732384.9970655, Volume: 4466516591.371286, News Sentiment: 0.09
Coin: Litecoin, Day: 06-03-2020, Price: 61.6474779705907, Market Cap: 3959484177.2508626, Volume: 4235758005.4962916, News Sentiment: 0.1
Coin: Litecoin, Day: 05-03-2020, Price: 60.24834798560568, Market Cap: 3869179765.241715, Volume: 4202923459.5906315, News Sentiment: 0.12
Coin: Litecoin, Day: 04-03-2020, Price: 61.16972831839516, Market Cap: 3927910860.0761356, Volume: 6611887815.786327, News Sentiment: 0.09
Coin: Litecoin, Day: 03-03-2020, Price: 61.387753216164, Market Cap: 3941488920.094796, Volume: 5491624364.880774, News Sentiment: 0.03
Coin: Litecoin, Day: 02-03-2020, Price: 57.982718482908616, Market Cap: 3722461516.3110385, Volume: 4056678098.0414844, News Sentiment: 0.07
Coin: Litecoin, Day: 01-03-2020, Price: 58.0947744995579, Market Cap: 3729258959.679366, Volume: 3315466964.707307, News Sentiment: 0.15
Coin: Litecoin, Day: 29-02-2020, Price: 60.124380478462975, Market Cap: 3859076577.3855953, Volume: 4823322953.45569, News Sentiment: -0.11
Coin: Litecoin, Day: 28-02-2020, Price: 61.29501391750456, Market Cap: 3948524905.1794887, Volume: 5429761161.101574, News Sentiment: 0.16

